Date,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,BTC-USD,DOGE-USD,ETH-USD,BTC-USD,DOGE-USD,ETH-USD,BTC-USD,DOGE-USD,ETH-USD,BTC-USD,DOGE-USD,ETH-USD,BTC-USD,DOGE-USD,ETH-USD
2020-01-15,8807.0107421875,0.0023690001107752323,166.23068237304688,8890.1171875,0.00254100002348423,170.42567443847656,8657.1875,0.002363000065088272,161.109619140625,8825.34375,0.0024679999332875013,165.734619140625,40102834650,128940321,15173694057
2020-01-16,8723.7861328125,0.0023449999280273914,164.39100646972656,8846.4609375,0.0024240000639110804,167.0581512451172,8612.095703125,0.0022929999977350235,159.7096405029297,8812.4814453125,0.0023719999007880688,166.33282470703125,31313981931,98124199,13735193018
2020-01-17,8929.0380859375,0.0024900001008063555,170.7799530029297,8958.1220703125,0.0025160000659525394,173.0692138671875,8677.31640625,0.002309999894350767,162.77560424804688,8725.2099609375,0.002345999935641885,164.4893798828125,36372139320,117752841,14997091826
2020-01-18,8942.80859375,0.002506999997422099,175.3656768798828,9012.1982421875,0.00253800000064075,178.52877807617188,8827.33203125,0.002452000044286251,166.7890167236328,8927.2119140625,0.0024900001008063555,170.7477264404297,32337772627,108133943,14929342256
2020-01-19,8706.2451171875,0.0024049999192357063,166.9698486328125,9164.3623046875,0.002570000011473894,177.2476348876953,8620.080078125,0.0023590000346302986,163.67686462402344,8941.4453125,0.0025140000507235527,175.46759033203125,34217320471,108085147,13713374132
2020-01-20,8657.642578125,0.0023739999160170555,167.12051391601562,8745.5908203125,0.002423000056296587,169.11488342285156,8560.4736328125,0.0023590000346302986,162.33160400390625,8704.6318359375,0.0024049999192357063,166.9041290283203,26422375678,92022277,11144529787
2020-01-21,8745.89453125,0.0023759999312460423,169.69715881347656,8755.7060546875,0.0024029999040067196,169.9101104736328,8544.5205078125,0.0023350000847131014,165.81971740722656,8658.9912109375,0.0023739999160170555,167.0604705810547,24097418512,84321565,9789369362
2020-01-22,8680.8759765625,0.002322999993339181,168.29415893554688,8792.994140625,0.0023990001063793898,171.00869750976562,8636.7470703125,0.002319999970495701,166.77423095703125,8744.2109375,0.0023759999312460423,169.60853576660156,22600204051,82852580,9209827928
2020-01-23,8406.515625,0.002268000040203333,162.92855834960938,8687.7470703125,0.0023580000270158052,168.31224060058594,8333.6376953125,0.0022380000445991755,160.29531860351562,8680.650390625,0.002322999993339181,168.2957000732422,25770680779,91866620,10396868698
2020-01-24,8445.4345703125,0.00227600010111928,163.05117797851562,8514.6669921875,0.0022929999977350235,164.3094482421875,8266.8408203125,0.002211000071838498,156.74974060058594,8405.5673828125,0.002268000040203333,162.8993682861328,24397913026,86865882,10657671162
2020-01-25,8367.84765625,0.002256999956443906,161.283935546875,8458.453125,0.00227600010111928,163.22723388671875,8296.21875,0.0022350000217556953,158.63247680664062,8440.119140625,0.00227600010111928,163.06729125976562,19647331549,82421399,8256956802
2020-01-26,8596.830078125,0.002305000089108944,168.0771026611328,8602.4013671875,0.0023070001043379307,168.22032165527344,8325.498046875,0.002240000059828162,160.2811279296875,8364.41015625,0.002257999964058399,161.17681884765625,22177678796,73458474,9261861590
2020-01-27,8909.8193359375,0.002368000103160739,170.93089294433594,8977.7265625,0.0024129999801516533,172.92291259765625,8597.30859375,0.00228299992159009,166.90109252929688,8597.30859375,0.0023040000814944506,168.00885009765625,28647338393,89023414,11004476145
2020-01-28,9358.58984375,0.0024500000290572643,176.3703155517578,9358.58984375,0.0024500000290572643,176.3703155517578,8908.447265625,0.002363000065088272,170.73806762695312,8912.5244140625,0.002365000080317259,170.88485717773438,34398744403,91528771,11772875064
2020-01-29,9316.6298828125,0.0023900000378489494,175.0503387451172,9406.431640625,0.0024709999561309814,178.8429718017578,9269.4677734375,0.0023900000378489494,175.0503387451172,9357.470703125,0.0024510000366717577,176.34788513183594,30682598115,80676219,10725267311
2020-01-30,9508.9931640625,0.0024399999529123306,184.6904754638672,9553.1259765625,0.002445999998599291,186.26048278808594,9230.8974609375,0.0023709998931735754,172.3746337890625,9316.0166015625,0.002391000045463443,174.91770935058594,32378792851,83967914,12604789338
2020-01-31,9350.529296875,0.002394000068306923,180.16017150878906,9521.7060546875,0.0024580000899732113,185.4058380126953,9230.7763671875,0.0023690001107752323,176.29681396484375,9508.3134765625,0.0024399999529123306,184.73690795898438,29432489719,76519295,11728616394
2020-02-01,9392.875,0.0024220000486820936,183.6739501953125,9439.3232421875,0.0024309998843818903,183.84555053710938,9313.2392578125,0.0023819999769330025,179.74517822265625,9346.357421875,0.002391000045463443,180.11376953125,25922656496,78730830,11569697182
2020-02-02,9344.365234375,0.0024679999332875013,188.61753845214844,9468.7978515625,0.0025059999898076057,193.0803985595703,9217.82421875,0.0023950000759214163,180.1739501953125,9389.8203125,0.0024210000410676003,183.53250122070312,30835736946,91552515,14054425389
2020-02-03,9293.521484375,0.0024399999529123306,189.8650665283203,9540.3720703125,0.002517000073567033,193.4368896484375,9248.6337890625,0.0024270000867545605,188.0126953125,9344.68359375,0.0024659999180585146,188.60740661621094,30934096509,78856631,12392875241
2020-02-04,9180.962890625,0.0025029999669641256,189.25059509277344,9331.265625,0.0025029999669641256,191.1114959716797,9112.8115234375,0.0024019998963922262,185.40362548828125,9292.841796875,0.002437999937683344,189.86172485351562,29893183716,89790002,11714191695
2020-02-05,9613.423828125,0.0025820001028478146,204.23023986816406,9701.2998046875,0.002630000002682209,206.8040008544922,9163.7041015625,0.002492000116035342,188.752685546875,9183.416015625,0.0025029999669641256,189.29910278320312,35222060874,105741619,14865434435
2020-02-06,9729.8017578125,0.002652999944984913,212.33908081054688,9824.619140625,0.00267699989490211,214.59771728515625,9539.818359375,0.0025740000419318676,201.90406799316406,9617.8212890625,0.002583000110462308,204.12969970703125,37628823716,108711614,16425589683
2020-02-07,9795.943359375,0.002768999896943569,222.72605895996094,9834.716796875,0.0027699999045580626,223.14093017578125,9726.0029296875,0.0026469998992979527,212.30419921875,9726.0029296875,0.0026539999525994062,212.31588745117188,34522718159,130273878,16673443564
2020-02-08,9865.119140625,0.0031590000726282597,223.14651489257812,9876.7490234375,0.003208999987691641,226.5880889892578,9678.91015625,0.002722000004723668,215.38629150390625,9793.0703125,0.002767000114545226,222.51097106933594,35172043762,203803814,16741203125
2020-02-09,10116.673828125,0.0032319999299943447,228.5785675048828,10129.435546875,0.0035310001112520695,229.86424255371094,9850.392578125,0.003152000019326806,222.98223876953125,9863.89453125,0.0031560000497847795,222.98223876953125,35807884663,218861527,15031356241
2020-02-10,9856.611328125,0.002985999919474125,223.522705078125,10165.765625,0.0033030000049620867,229.1846160888672,9784.5634765625,0.0029039999935775995,218.08004760742188,10115.5595703125,0.0032339999452233315,228.54913330078125,39386548075,195582003,16210008511
2020-02-11,10208.236328125,0.0030410001054406166,235.8511962890625,10210.052734375,0.0030849999748170376,236.54713439941406,9729.3349609375,0.0028639999218285084,218.61761474609375,9855.8916015625,0.003011000109836459,223.3849334716797,37648059389,169747135,16964695963
2020-02-12,10326.0546875,0.0030930000357329845,265.4061279296875,10393.611328125,0.003172999946400523,272.3988342285156,10202.3876953125,0.0030129998922348022,235.89627075195312,10202.3876953125,0.0030410001054406166,235.89822387695312,43444303830,181406960,24545049386
2020-02-13,10214.3798828125,0.003025999991223216,268.0992431640625,10457.626953125,0.0032160000409930944,273.7410583496094,10116.1611328125,0.0029730000533163548,258.9225158691406,10323.9609375,0.0030640000477433205,265.0527038574219,49356071373,168543942,25801317504
2020-02-14,10312.1162109375,0.0031300000846385956,284.2174987792969,10321.99609375,0.0031469999812543392,285.0564270019531,10125.5341796875,0.0029810001142323017,262.76251220703125,10211.55078125,0.0029990000184625387,268.0232849121094,43338264162,140849233,23558253463
2020-02-15,9889.4248046875,0.0029200001154094934,264.72857666015625,10341.5556640625,0.00318100000731647,287.1236877441406,9874.427734375,0.0028389999642968178,264.2796630859375,10313.8564453125,0.0030980000738054514,284.5613098144531,43865054831,144726029,23682452994
2020-02-16,9934.43359375,0.002773999935016036,259.89471435546875,10053.96875,0.002964999992400408,272.8824462890625,9722.38671875,0.0026259999722242355,242.48440551757812,9889.1796875,0.0029170000925660133,264.904052734375,43374780305,149831933,25152366643
2020-02-17,9690.142578125,0.0027119999285787344,266.3634338378906,9938.8154296875,0.0027719999197870493,266.8712463378906,9507.6376953125,0.0025470000691711903,244.3353271484375,9936.560546875,0.002739999908953905,259.89056396484375,45998298413,149622002,26024080089
2020-02-18,10141.99609375,0.0028389999642968178,281.944580078125,10161.935546875,0.0028460000175982714,283.1961364746094,9632.3828125,0.0026549999602138996,261.4638977050781,9691.23046875,0.00267699989490211,266.5088195800781,47271023953,144188844,26511477187
2020-02-19,9633.38671875,0.002623999956995249,259.76397705078125,10191.67578125,0.002873999997973442,283.5379333496094,9611.2236328125,0.002623999956995249,259.76397705078125,10143.798828125,0.0028389999642968178,282.0362854003906,46992019710,136889052,22679414413
2020-02-20,9608.4755859375,0.002658999990671873,257.949462890625,9643.216796875,0.0026730000972747803,263.6954040527344,9507.900390625,0.0025690000038594007,250.95126342773438,9629.3251953125,0.002624999964609742,259.8198547363281,44925260237,187866681,23229828870
2020-02-21,9686.44140625,0.002647999906912446,265.6006164550781,9723.0146484375,0.0027030000928789377,267.0048522949219,9589.7431640625,0.0026140001136809587,255.6890869140625,9611.7822265625,0.002655999967828393,257.89111328125,40930547513,157652567,20867593292
2020-02-22,9663.181640625,0.002601000014692545,262.33172607421875,9698.2314453125,0.0026549999602138996,266.38720703125,9600.728515625,0.0025770000647753477,258.91314697265625,9687.70703125,0.0026499999221414328,265.55157470703125,35838025154,156145895,16906032862
2020-02-23,9924.515625,0.00267999991774559,273.754150390625,9937.404296875,0.002681999932974577,273.754150390625,9657.791015625,0.002595999976620078,261.96051025390625,9663.318359375,0.0026000000070780516,262.2784118652344,41185185761,180747902,19585998814
2020-02-24,9650.1748046875,0.002589999930933118,265.2164306640625,9951.74609375,0.002686999971047044,275.5395202636719,9537.04296875,0.0025569999124854803,259.6251525878906,9921.5830078125,0.002678999910131097,273.705078125,45080496648,159143744,22400845640
2020-02-25,9341.705078125,0.0024759999942034483,247.81759643554688,9652.7373046875,0.0025909999385476112,265.4314880371094,9305.021484375,0.002435999922454357,246.85899353027344,9651.3125,0.002589999930933118,265.28338623046875,42515259129,178541404,21878882134
2020-02-26,8820.5224609375,0.002339000115171075,225.68026733398438,9354.7783203125,0.0024870000779628754,249.6497039794922,8704.4267578125,0.002211000071838498,221.2665557861328,9338.2900390625,0.002474999986588955,247.74020385742188,50420050762,201370789,26235617201
2020-02-27,8784.494140625,0.0023240000009536743,226.75338745117188,8932.892578125,0.0024029999040067196,237.2289276123047,8577.19921875,0.0022980000358074903,212.66452026367188,8825.09375,0.002337000099942088,225.68704223632812,45470195695,162813946,25645522790
2020-02-28,8672.455078125,0.00228899996727705,226.760498046875,8890.4560546875,0.002372999908402562,234.2089385986328,8492.9326171875,0.002225999953225255,216.34620666503906,8788.728515625,0.002322999993339181,226.98760986328125,44605450443,153544453,22563530559
2020-02-29,8599.5087890625,0.0022350000217556953,219.8485107421875,8775.6318359375,0.002319999970495701,232.25662231445312,8599.5087890625,0.0022299999836832285,219.8485107421875,8671.212890625,0.00228599994443357,226.8334503173828,35792392544,146635830,18181296376
2020-03-01,8562.4541015625,0.0022750000935047865,218.97059631347656,8726.796875,0.002297000028192997,226.67788696289062,8471.212890625,0.002222999930381775,214.13043212890625,8599.7587890625,0.0022330000065267086,219.752685546875,35349164300,162437207,18179807469
2020-03-02,8869.669921875,0.002348999958485365,230.5697784423828,8921.30859375,0.002369999885559082,232.81158447265625,8532.630859375,0.0022559999488294125,217.28428649902344,8563.2646484375,0.0022780001163482666,218.7116241455078,42857674409,165788612,20305587789
2020-03-03,8787.7861328125,0.002498999936506152,224.47962951660156,8901.5986328125,0.002524999901652336,232.3258056640625,8704.990234375,0.0023159999400377274,221.732666015625,8865.3876953125,0.0023479999508708715,230.5239715576172,42386715821,174988479,19853178572
2020-03-04,8755.24609375,0.0023980000987648964,224.51797485351562,8843.3662109375,0.0025080000050365925,228.04042053222656,8712.431640625,0.0023670000955462456,222.08888244628906,8788.5419921875,0.0024999999441206455,224.56533813476562,34746706368,144601436,16567075208
2020-03-05,9078.7626953125,0.0025059999898076057,229.2681884765625,9142.0546875,0.0025309999473392963,234.3644561767578,8757.25390625,0.0023950000759214163,224.6418914794922,8760.28515625,0.0023990001063793898,224.6418914794922,39698054597,104912777,18201291785
2020-03-06,9122.5458984375,0.002495999913662672,243.52529907226562,9167.6953125,0.002517000073567033,243.5549774169922,9032.0791015625,0.0024470000062137842,228.7435760498047,9078.30859375,0.002503999974578619,229.16842651367188,40826885651,100268192,19374772256
2020-03-07,8909.9541015625,0.0024049999192357063,237.85308837890625,9163.220703125,0.0025130000431090593,249.97848510742188,8890.744140625,0.002400999888777733,237.55128479003906,9121.6005859375,0.002500999951735139,243.7501983642578,36216930370,88138038,19431652027
2020-03-08,8108.1162109375,0.0021869998890906572,200.68905639648438,8914.34375,0.0024079999420791864,237.7806854248047,8105.2529296875,0.0021840000990778208,200.6029815673828,8908.2060546875,0.0024059999268501997,237.7806854248047,39973102121,101738284,21381823651
2020-03-09,7923.64453125,0.0022140000946819782,201.986328125,8177.79345703125,0.0022360000293701887,207.45140075683594,7690.09814453125,0.0021069999784231186,192.2698974609375,8111.146484375,0.002188999904319644,201.31849670410156,46936995808,137033008,23645428606
2020-03-10,7909.7294921875,0.0022070000413805246,200.76724243164062,8136.9453125,0.002263000002130866,205.71424865722656,7814.76318359375,0.00216599996201694,198.0644989013672,7922.14697265625,0.0022169998846948147,202.86395263671875,42213940994,115431584,18344930072
2020-03-11,7911.43017578125,0.0021840000990778208,194.8685302734375,7950.814453125,0.0022279999684542418,202.9542999267578,7642.8125,0.0020989999175071716,184.36215209960938,7910.08984375,0.002208000048995018,200.76803588867188,38682762605,107425626,16984790291
2020-03-12,4970.7880859375,0.0015369999455288053,112.34712219238281,7929.1162109375,0.0021879998967051506,195.14793395996094,4860.35400390625,0.0015350000467151403,111.21070861816406,7913.6162109375,0.0021830000914633274,194.73892211914062,53980357243,167892774,22134741655
2020-03-13,5563.70703125,0.0017379999626427889,133.20181274414062,5838.11474609375,0.0017989999614655972,137.42953491210938,4106.98095703125,0.0012469999492168427,95.1843032836914,5017.8310546875,0.0015399999683722854,112.68999481201172,74156772075,218676976,27864623061
2020-03-14,5200.3662109375,0.0016659999964758754,123.30602264404297,5625.2265625,0.0017839999636635184,134.484375,5125.0693359375,0.0016400000313296914,122.41447448730469,5573.07763671875,0.0017369999550282955,133.5824737548828,36154506008,113389101,12740784545
2020-03-15,5392.31494140625,0.0016850000247359276,125.21430206298828,5836.64501953125,0.0018189999973401427,132.2421417236328,5169.283203125,0.0016550000291317701,121.85365295410156,5201.06689453125,0.0016639999812468886,123.24606323242188,33997889639,119811060,12719251813
2020-03-16,5014.47998046875,0.0015869999770075083,110.60587310791016,5385.2294921875,0.001699000014923513,124.9961166381836,4575.35791015625,0.0014530000044032931,105.17144012451172,5385.2294921875,0.0016840000171214342,124.9961166381836,45368026430,134329668,15984904590
2020-03-17,5225.62939453125,0.0015869999770075083,113.9427490234375,5371.3486328125,0.0016769999638199806,118.98828125,4981.9091796875,0.0015579999890178442,110.40678405761719,5002.578125,0.0015910000074654818,110.40678405761719,38622642935,102697604,12087490572
2020-03-18,5238.4384765625,0.0015660000499337912,114.84226989746094,5331.833984375,0.0016120000509545207,116.02162170410156,5069.3359375,0.001551999943330884,111.74311065673828,5227.11376953125,0.0015899999998509884,113.8576431274414,37878801016,102196814,11617854009
2020-03-19,6191.19287109375,0.0017729999963194132,136.59385681152344,6329.73583984375,0.0018439999548718333,140.52772521972656,5236.96875,0.0015620000194758177,114.73286437988281,5245.41650390625,0.0015660000499337912,114.83982849121094,51000731797,251888350,16396753275
2020-03-20,6198.7783203125,0.0017729999963194132,132.73716735839844,6844.26171875,0.0019310000352561474,150.8538055419922,5865.78173828125,0.0016789999790489674,122.60565948486328,6191.65380859375,0.0017709999810904264,136.64927673339844,54442976103,188170528,18960388062
2020-03-21,6185.06640625,0.0017849999712780118,132.81871032714844,6378.13525390625,0.001851000008173287,135.972412109375,5932.8232421875,0.0016929999692365527,127.16375732421875,6206.521484375,0.0017709999810904264,133.1017608642578,42494390880,166141811,13684083308
2020-03-22,5830.2548828125,0.0017310000257566571,123.32115173339844,6359.697265625,0.0018680000212043524,136.15164184570312,5823.7138671875,0.0017190000507980585,122.90933227539062,6185.55810546875,0.0017849999712780118,132.85113525390625,40099664740,161287088,12497707224
2020-03-23,6416.31494140625,0.0018050000071525574,134.91160583496094,6443.9345703125,0.001816999982111156,134.91160583496094,5785.00439453125,0.0016919999616220593,121.86788177490234,5831.37451171875,0.0017269999952986836,123.36598205566406,46491916000,166551897,14149877968
2020-03-24,6734.8037109375,0.001851000008173287,138.76144409179688,6789.02294921875,0.0019120000069960952,141.9485321044922,6411.06640625,0.0017989999614655972,133.1687774658203,6436.642578125,0.0018050000071525574,135.1941375732422,48221910672,177134005,14609068673
2020-03-25,6681.06298828125,0.0018339999951422215,136.19589233398438,6892.51123046875,0.0018899999558925629,141.40379333496094,6536.92626953125,0.0017989999614655972,134.30422973632812,6738.716796875,0.0018520000157877803,138.9149627685547,44590107888,163367839,13433092920
2020-03-26,6716.4404296875,0.0018420000560581684,138.36155700683594,6735.4638671875,0.0018720000516623259,138.83056640625,6590.962890625,0.0018269999418407679,134.8860321044922,6675.1708984375,0.001832999987527728,136.190673828125,35319797642,162455890,11367261176
2020-03-27,6469.79833984375,0.0018070000223815441,133.9379425048828,6793.83642578125,0.0018680000212043524,139.90269470214844,6466.70166015625,0.001803999999538064,133.9379425048828,6719.38916015625,0.00184299994725734,138.36993408203125,34585598367,166326062,11396286629
2020-03-28,6242.19384765625,0.00177800003439188,130.9864959716797,6467.5009765625,0.0018080000299960375,134.03274536132812,6117.837890625,0.0017160000279545784,126.96218872070312,6467.25390625,0.0018050000071525574,134.03274536132812,34885225901,169979142,12162403960
2020-03-29,5922.04296875,0.0017229999648407102,125.58373260498047,6250.46728515625,0.0018050000071525574,131.17408752441406,5920.0859375,0.0017170000355690718,125.4500503540039,6245.62451171875,0.0017770000267773867,131.0153350830078,28373690931,156619235,9938133669
2020-03-30,6429.841796875,0.0018309999722987413,132.904541015625,6517.19580078125,0.0018680000212043524,133.91146850585938,5903.234375,0.0017170000355690718,125.28968048095703,5925.53857421875,0.0017229999648407102,125.57789611816406,37101651525,163244392,11841123306
2020-03-31,6438.64453125,0.0018110000528395176,133.59356689453125,6504.51513671875,0.001851000008173287,134.27413940429688,6374.162109375,0.0018050000071525574,131.65289306640625,6430.6064453125,0.001851000008173287,132.8209228515625,32786468812,156195510,11065246317
2020-04-01,6606.7763671875,0.001867000013589859,135.63455200195312,6612.57373046875,0.001867000013589859,135.63455200195312,6202.37353515625,0.0017760000191628933,129.73094177246094,6437.3193359375,0.0018119999440386891,133.61231994628906,40346426266,163418627,12456564435
2020-04-02,6793.62451171875,0.0018820000113919377,142.02914428710938,7088.24755859375,0.0019399999873712659,146.78709411621094,6595.91845703125,0.0018500000005587935,135.732177734375,6606.7763671875,0.0018680000212043524,135.732177734375,47660646124,165879605,15322861686
2020-04-03,6733.38720703125,0.0018530000234022737,142.09130859375,7003.220703125,0.0019160000374540687,146.89987182617188,6673.3359375,0.0018339999951422215,139.619384765625,6797.396484375,0.001883000019006431,142.11045837402344,38976504903,161121845,13184603402
2020-04-04,6867.52734375,0.001879999996162951,145.21939086914062,6878.95361328125,0.0019099999917671084,145.37730407714844,6696.48486328125,0.001841000048443675,140.121826171875,6738.3828125,0.0018530000234022737,142.21517944335938,33185988584,160849686,11946658257
2020-04-05,6791.12939453125,0.0018649999983608723,143.54664611816406,6883.4140625,0.001908999984152615,146.12852478027344,6715.92919921875,0.0018469999777153134,142.10208129882812,6862.53759765625,0.001879999996162951,145.26101684570312,29510409856,152557918,11280993591
2020-04-06,7271.78125,0.001979999942705035,169.13587951660156,7271.78125,0.0019829999655485153,169.27264404296875,6782.8896484375,0.0018520000157877803,143.5446014404297,6788.0498046875,0.0018660000059753656,143.60821533203125,46896904615,173173223,21636382525
2020-04-07,7176.41455078125,0.0019970000721514225,165.10194396972656,7427.939453125,0.00203000009059906,175.20413208007812,7136.71435546875,0.0019340000580996275,164.2033233642578,7273.64404296875,0.001972000114619732,169.14744567871094,44243482668,129399793,21659346091
2020-04-08,7334.0986328125,0.0020119999535381794,172.64173889160156,7356.2236328125,0.0020439999643713236,173.21026611328125,7153.3056640625,0.0019600000232458115,164.49319458007812,7179.283203125,0.0019859999883919954,165.24032592773438,37563249549,116283369,17063110836
2020-04-09,7302.08935546875,0.0020210000220686197,170.80714416503906,7341.4482421875,0.00203300011344254,172.8977813720703,7179.09423828125,0.001984999980777502,167.98712158203125,7337.96630859375,0.0020129999611526728,172.76126098632812,34815139178,109954538,14901696210
2020-04-10,6865.4931640625,0.0019680000841617584,158.41244506835938,7303.8154296875,0.0020230000372976065,170.94976806640625,6802.47509765625,0.0018909999635070562,154.9144744873047,7303.8154296875,0.0020210000220686197,170.8292694091797,43622840992,122108790,17980944616
2020-04-11,6859.0830078125,0.001990000018849969,158.2160186767578,6926.06982421875,0.0020039998926222324,161.16757202148438,6789.9208984375,0.0019409999949857593,155.29833984375,6867.4404296875,0.0019680000841617584,158.5389862060547,31222085946,161367396,13555089447
2020-04-12,6971.091796875,0.001990000018849969,161.14242553710938,7119.947265625,0.0020089999306946993,164.51695251464844,6811.078125,0.0019509999547153711,156.3205108642578,6858.06787109375,0.0019890000112354755,158.23239135742188,35759567632,169892709,15123721386
2020-04-13,6845.03759765625,0.001959000015631318,156.27955627441406,6965.61669921875,0.001990000018849969,160.74969482421875,6668.259765625,0.0018939999863505363,151.61448669433594,6965.61669921875,0.001990000018849969,160.72067260742188,38619308647,167357650,16465282133
2020-04-14,6842.427734375,0.001964000053703785,157.5963897705078,6958.55712890625,0.001979999942705035,160.94427490234375,6793.8212890625,0.001934999949298799,155.86593627929688,6843.28173828125,0.0019580000080168247,156.35595703125,34110434052,188937615,14723156630
2020-04-15,6642.10986328125,0.0019399999873712659,153.28689575195312,6928.66455078125,0.0019749999046325684,160.71112060546875,6633.40283203125,0.001905999961309135,152.80284118652344,6845.5615234375,0.0019630000460892916,157.56564331054688,32288311031,169903672,14171753737
2020-04-16,7116.80419921875,0.0020280000753700733,172.15737915039062,7134.45068359375,0.0020290000829845667,173.1572723388672,6555.50439453125,0.0018860000418499112,150.3594207763672,6640.4541015625,0.0019409999949857593,153.20042419433594,46783242377,179859738,22910469236
2020-04-17,7096.1845703125,0.0020129999611526728,171.63858032226562,7167.18310546875,0.0020290000829845667,174.27590942382812,7050.33203125,0.0019920000340789557,169.75157165527344,7116.552734375,0.0020280000753700733,172.2794189453125,32513423567,161550208,16714684266
2020-04-18,7257.6650390625,0.002061000093817711,186.91400146484375,7269.95654296875,0.0020620001014322042,187.9404754638672,7089.2470703125,0.0020069999154657125,171.61807250976562,7092.29150390625,0.0020129999611526728,171.61807250976562,32447188386,168186509,20160323443
2020-04-19,7189.4248046875,0.0020580000709742308,181.61495971679688,7280.52197265625,0.0020729999523609877,188.0989227294922,7167.0546875,0.0020280000753700733,180.12081909179688,7260.92236328125,0.0020600000862032175,186.8619842529297,31311210215,172576560,19146038381
2020-04-20,6881.95849609375,0.001981999957934022,172.2971649169922,7240.29052734375,0.002065999899059534,186.0835418701172,6835.5029296875,0.001962000038474798,170.32127380371094,7186.87353515625,0.0020580000709742308,181.480224609375,37747113936,169715146,21266681335
2020-04-21,6880.3232421875,0.0019710001070052385,172.73770141601562,6934.5517578125,0.002032000105828047,175.178466796875,6834.4423828125,0.0019519999623298645,170.55284118652344,6879.7841796875,0.001981999957934022,172.01771545410156,32589741511,163652750,16458767984
